agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,performance_index,cost_efficiency_ratio,autonomous_capability_score,DAY(timestamp),MONTH(timestamp),WEEKDAY(timestamp),YEAR(timestamp)
Document Processor,Transformer-XL,Cloud,Planning & Scheduling,5.0,4.0,0.5398,0.5743,0.6404,29.94,226.77,332.2,81.1,True,0.6695,False,False,0.58033,40.58251748251748,86.86500000000001,19,2,2,2025
HR Recruiter,CodeT5+,Desktop,Problem Solving,9.0,8.0,0.3068,0.4,0.4307,46.4,1077.12,530.8,81.6,True,0.4105,False,False,0.37193,17.061009174311927,108.735,19,2,2,2025
Translation Agent,Claude-3.5,Cloud,Learning & Adaptation,9.0,7.0,0.3,0.4,0.4218,90.45,642.53,547.9,74.4,True,0.3434,False,False,0.36654,10.014754098360656,94.038,19,2,2,2025
Content Creator,Falcon-180B,Hybrid,Code Generation,3.0,1.0,0.6633,0.7758,0.7586,26.93,589.51,247.0,43.5,True,0.7965,False,True,0.7256400000000001,58.51935483870968,65.755,19,2,2,2025
Document Processor,Falcon-180B,Edge,Data Analysis,4.0,2.0,0.6787,0.7041,0.6916,74.41,603.02,300.9,46.5,True,0.7842,True,True,0.69019,23.964930555555554,74.894,19,2,2,2025
Translation Agent,PaLM-2,Desktop,Problem Solving,6.0,8.0,0.4429,0.5323,0.5765,27.03,157.5,397.0,65.8,True,0.4651,False,False,0.5098,36.41428571428572,112.557,19,2,2,2025
Project Manager,Claude-3.5,Cloud,Learning & Adaptation,7.0,8.0,0.433,0.4821,0.5517,81.81,742.55,456.5,68.9,True,0.4701,False,False,0.48334,14.735975609756096,112.907,19,2,2,2025
Sales Assistant,CodeT5+,Hybrid,Problem Solving,9.0,8.0,0.3,0.4,0.4582,63.3,1416.78,545.6,90.6,True,0.3701,False,True,0.37746,13.67608695652174,105.907,19,2,2,2025
Content Creator,Mixtral-8x7B,Edge,Planning & Scheduling,3.0,3.0,0.7847,0.6585,0.7266,13.43,2552.96,216.3,32.9,False,0.8455,False,True,0.7294099999999999,95.97499999999998,109.185,19,2,2,2025
Code Assistant,Mixtral-8x7B,Mobile,Problem Solving,8.0,9.0,0.3,0.4,0.4501,50.37,789.42,460.2,80.9,True,0.3635,False,True,0.37503,16.742410714285715,115.445,19,2,2,2025
Marketing Assistant,LLaMA-3,Server,Planning & Scheduling,5.0,6.0,0.5689,0.6879,0.6034,26.1,1652.63,343.8,53.9,True,0.6693,False,False,0.6149499999999999,46.94274809160304,106.851,19,2,2,2025
Customer Service,LLaMA-3,Edge,Planning & Scheduling,7.0,7.0,0.4208,0.4809,0.5229,30.36,1285.11,501.9,61.5,True,0.4662,False,True,0.46946,29.159006211180127,102.634,19,2,2,2025
Social Media Manager,Transformer-XL,Mobile,Code Generation,5.0,6.0,0.6534,0.5859,0.5605,44.23,112.17,359.7,48.9,True,0.6926,False,True,0.6052799999999999,31.36165803108808,108.482,19,2,2,2025
Email Manager,Mixtral-8x7B,Hybrid,Decision Making,5.0,6.0,0.6486,0.6686,0.626,46.73,2253.15,363.2,59.8,True,0.6892,False,False,0.64782,32.07029702970297,108.244,19,2,2,2025
Project Manager,LLaMA-3,Cloud,Decision Making,10.0,10.0,0.3,0.4,0.3841,37.96,368.35,636.9,85.7,True,0.3088,False,True,0.35523,17.761499999999998,121.616,19,2,2,2025
Code Assistant,Gemini-Pro,Hybrid,Code Generation,6.0,5.0,0.5549,0.6306,0.6354,39.56,3160.87,410.7,54.4,True,0.6618,False,True,0.60176,32.883060109289616,96.326,19,2,2,2025
Content Creator,PaLM-2,Edge,Learning & Adaptation,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,True,0.53905,False,True,0.5292349999999999,27.966852002794596,102.434,19,2,2,2025
Data Analyst,LLaMA-3,Desktop,Text Processing,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,20,2,3,2025
Social Media Manager,GPT-4o,Server,Data Analysis,8.0,8.0,0.4407,0.5239,0.5039,37.04,132.21,579.3,69.0,True,0.4605,True,False,0.48462,25.372774869109943,112.235,20,2,3,2025
Data Analyst,PaLM-2,Desktop,Communication,4.0,5.0,0.636,0.7207,0.6893,19.41,483.23,317.1,58.0,True,0.7588,False,True,0.6774,63.9056603773585,103.116,20,2,3,2025
HR Recruiter,Mixtral-8x7B,Mobile,Decision Making,5.0,3.0,0.4523,0.5911,0.6248,35.49,671.97,286.9,73.4,True,0.4697,False,True,0.54569,34.75732484076433,62.879,20,2,3,2025
Customer Service,GPT-4o,Hybrid,Text Processing,5.0,3.0,0.6171,0.6413,0.684,33.31,372.92,310.1,47.4,True,0.7492,False,False,0.6444300000000001,42.396710526315786,82.44399999999999,20,2,3,2025
Code Assistant,CodeT5+,Cloud,Text Processing,4.0,5.0,0.6136,0.7126,0.7561,27.32,1233.14,300.9,81.0,True,0.6206,False,True,0.68605,52.37022900763359,93.442,20,2,3,2025
Email Manager,LLaMA-3,Edge,Planning & Scheduling,5.0,6.0,0.528,0.6777,0.6251,28.55,237.5,322.2,44.4,True,0.6264,False,True,0.60204,43.94452554744525,103.848,20,2,3,2025
Financial Advisor,Transformer-XL,Hybrid,Creative Writing,4.0,6.0,0.5631,0.6334,0.6237,45.11,883.93,302.1,31.7,True,0.6364,False,True,0.6023700000000001,31.53769633507853,104.548,20,2,3,2025
HR Recruiter,InstructGPT,Desktop,Decision Making,10.0,10.0,0.3,0.4,0.4257,26.9,948.8,537.2,106.0,True,0.4448,False,False,0.36771,24.03333333333333,131.136,20,2,3,2025
Translation Agent,LLaMA-3,Desktop,Planning & Scheduling,7.0,9.0,0.3594,0.4749,0.5174,44.53,2842.44,478.8,65.8,True,0.3793,False,False,0.44145,21.42961165048544,116.551,20,2,3,2025
Social Media Manager,Falcon-180B,Mobile,Text Processing,3.0,4.0,0.6408,0.7179,0.7453,28.11,1779.94,214.5,57.2,True,0.7704,False,True,0.69528,55.6224,93.928,20,2,3,2025
Financial Advisor,CodeT5+,Desktop,Data Analysis,6.0,5.0,0.4605,0.5404,0.6326,57.85,265.89,389.8,46.6,True,0.5769,False,False,0.5361,22.15289256198347,90.383,20,2,3,2025
Marketing Assistant,Mixtral-8x7B,Desktop,Data Analysis,4.0,5.0,0.6156,0.6686,0.6867,66.14,224.28,316.2,57.2,True,0.6852,True,False,0.65283,24.917175572519085,97.964,20,2,3,2025
Email Manager,Transformer-XL,Mobile,Code Generation,8.0,6.0,0.3,0.4,0.4434,39.25,1163.36,526.9,80.2,True,0.4067,False,True,0.37302,19.227835051546396,88.469,20,2,3,2025
Document Processor,CodeT5+,Desktop,Decision Making,6.0,6.0,0.4643,0.6178,0.6284,32.58,2425.65,378.7,73.4,True,0.5782,False,True,0.55958,35.87051282051282,100.474,20,2,3,2025
Sales Assistant,CodeT5+,Server,Problem Solving,6.0,5.0,0.5082,0.6144,0.5445,77.66,466.26,423.6,72.3,True,0.5365,False,False,0.55095,17.715434083601288,87.555,20,2,3,2025
Data Analyst,Falcon-180B,Cloud,Communication,3.0,4.0,0.81,0.7133,0.7227,17.2,169.47,274.1,34.2,False,0.8944,False,True,0.7548000000000001,79.45263157894738,122.608,20,2,3,2025
Marketing Assistant,GPT-4o,Hybrid,Text Processing,3.0,2.0,0.8133,0.8197,0.8305,26.34,1115.91,264.7,57.6,False,0.9074,False,True,0.82038,66.15967741935484,103.518,20,2,3,2025
Content Creator,Gemini-Pro,Mobile,Planning & Scheduling,5.0,7.0,0.535,0.5968,0.6782,24.24,1207.22,357.1,55.0,True,0.6124,False,True,0.5965,46.96850393700788,112.868,20,2,3,2025
HR Recruiter,Mixtral-8x7B,Mobile,Learning & Adaptation,9.0,8.0,0.3,0.4,0.4155,99.98,343.87,533.7,102.3,True,0.3136,False,True,0.36465,9.18513853904282,101.952,20,2,3,2025
Financial Advisor,InstructGPT,Server,Research & Summarization,8.0,9.0,0.3,0.4264,0.5064,54.82,161.84,528.6,84.6,True,0.3434,False,True,0.39984,16.253658536585366,114.038,20,2,3,2025
Document Processor,Gemini-Pro,Cloud,Creative Writing,4.0,4.0,0.6136,0.6732,0.6824,25.44,343.84,289.7,59.3,True,0.7428,True,False,0.65212,52.59032258064516,91.996,20,2,3,2025
Sales Assistant,GPT-4o,Mobile,Research & Summarization,9.0,8.0,0.3,0.4112,0.466,69.1,236.83,549.9,75.0,True,0.3087,False,True,0.38316,12.988474576271186,101.609,20,2,3,2025
Research Assistant,PaLM-2,Cloud,Planning & Scheduling,5.0,4.0,0.5751,0.5641,0.5927,33.03,808.37,387.7,46.1,True,0.6074,False,False,0.57708,36.29433962264151,82.518,20,2,3,2025
Code Assistant,Claude-3.5,Server,Problem Solving,7.0,6.0,0.4032,0.5063,0.5066,77.02,1136.45,465.1,95.3,True,0.5258,False,False,0.46515,14.861022364217252,96.806,20,2,3,2025
Data Analyst,Mixtral-8x7B,Server,Planning & Scheduling,5.0,7.0,0.4306,0.522,0.6502,35.43,122.4,332.1,69.3,True,0.5467,False,False,0.5239,32.54037267080746,108.269,20,2,3,2025
Sales Assistant,Falcon-180B,Edge,Creative Writing,3.0,4.0,0.632,0.688,0.7299,57.17,611.41,258.9,37.2,True,0.7459,True,True,0.6781699999999999,30.0075221238938,92.213,20,2,3,2025
Project Manager,InstructGPT,Cloud,Research & Summarization,8.0,10.0,0.3636,0.467,0.442,29.62,3030.48,487.4,77.9,True,0.4623,False,False,0.41814,26.633121019108284,132.361,20,2,3,2025
Email Manager,PaLM-2,Server,Text Processing,6.0,4.0,0.5353,0.5564,0.5247,32.8,258.51,349.7,67.7,True,0.56,False,False,0.53845,34.964285714285715,79.2,20,2,3,2025
Marketing Assistant,Gemini-Pro,Edge,Communication,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,True,0.5292349999999999,27.966852002794596,102.434,20,2,3,2025
Sales Assistant,Falcon-180B,Desktop,Learning & Adaptation,8.0,8.0,0.32,0.4,0.4654,86.33,2475.37,526.1,87.3,True,0.469,False,False,0.3876199999999999,11.07485714285714,112.83,21,2,4,2025
Task Planner,Mixtral-8x7B,Server,Code Generation,5.0,3.0,0.564,0.6575,0.6211,38.67,395.6,388.6,53.7,True,0.5814,False,False,0.6091799999999999,34.22359550561797,70.69800000000001,21,2,4,2025
Task Planner,LLaMA-3,Hybrid,Data Analysis,5.0,6.0,0.5119,0.5536,0.5888,37.16,2177.88,344.8,50.6,True,0.6047,False,False,0.54748,32.58809523809523,102.329,21,2,4,2025
Research Assistant,PaLM-2,Cloud,Problem Solving,7.0,8.0,0.3465,0.4498,0.5391,75.52,380.37,468.8,77.1,True,0.4571,False,False,0.43527,14.086407766990291,111.997,21,2,4,2025
Financial Advisor,Mixtral-8x7B,Server,Learning & Adaptation,9.0,10.0,0.3,0.415,0.4056,111.82,1749.31,560.2,85.5,True,0.3103,False,True,0.36618,8.34123006833713,121.721,21,2,4,2025
Marketing Assistant,LLaMA-3,Hybrid,Creative Writing,5.0,7.0,0.5124,0.6212,0.6598,18.91,3328.73,357.3,69.3,True,0.6608,True,True,0.58926,54.0605504587156,116.256,21,2,4,2025
Research Assistant,GPT-4o,Edge,Planning & Scheduling,6.0,4.0,0.4484,0.5231,0.6643,25.08,693.93,433.7,70.3,True,0.4682,False,True,0.53558,39.0934306569343,72.774,21,2,4,2025
Financial Advisor,InstructGPT,Desktop,Learning & Adaptation,8.0,9.0,0.3717,0.4406,0.4791,44.64,441.76,525.8,97.3,True,0.416,False,False,0.42459,20.12274881516588,119.12,21,2,4,2025
QA Tester,Claude-3.5,Server,Code Generation,5.0,4.0,0.5246,0.6815,0.6326,71.5,371.93,333.6,61.3,True,0.5892,False,True,0.60407,21.420921985815603,81.244,21,2,4,2025
Social Media Manager,InstructGPT,Hybrid,Problem Solving,6.0,5.0,0.5327,0.6319,0.5956,61.18,1158.65,394.5,66.5,True,0.6267,False,False,0.5813299999999999,22.97747035573122,93.869,21,2,4,2025
Customer Service,CodeT5+,Hybrid,Text Processing,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,True,0.5292349999999999,27.966852002794596,102.434,21,2,4,2025
Sales Assistant,LLaMA-3,Hybrid,Data Analysis,8.0,7.0,0.3,0.4265,0.4979,59.42,420.27,454.0,81.8,True,0.3083,False,False,0.39732,15.704347826086956,91.581,21,2,4,2025
Project Manager,InstructGPT,Mobile,Planning & Scheduling,4.0,5.0,0.7374,0.7458,0.7257,12.93,934.99,366.6,32.3,False,0.8865,False,True,0.73641,81.82333333333332,132.055,21,2,4,2025
Content Creator,Gemini-Pro,Desktop,Problem Solving,6.0,4.0,0.6407,0.5898,0.6138,37.41,1228.67,378.4,53.6,True,0.765,False,False,0.61736,35.685549132947976,93.55,21,2,4,2025
Translation Agent,CodeT5+,Edge,Decision Making,10.0,10.0,0.3,0.4,0.4277,47.51,611.28,630.7,101.4,True,0.391,False,True,0.36831,15.944155844155844,127.37,21,2,4,2025
Document Processor,Transformer-XL,Hybrid,Learning & Adaptation,10.0,10.0,0.3,0.4,0.345,68.06,592.06,632.7,99.8,True,0.3956,False,False,0.3434999999999999,11.449999999999998,127.692,21,2,4,2025
Research Assistant,Gemini-Pro,Desktop,Creative Writing,6.0,7.0,0.4687,0.6093,0.6356,25.36,349.44,444.4,40.3,True,0.6143,False,True,0.5609500000000001,40.35611510791367,113.001,21,2,4,2025
Data Analyst,GPT-4o,Hybrid,Communication,6.0,4.0,0.4565,0.5491,0.6193,13.05,166.99,344.2,59.5,True,0.5743,False,True,0.53312,60.58181818181819,80.201,21,2,4,2025
Translation Agent,LLaMA-3,Hybrid,Creative Writing,7.0,8.0,0.419,0.4961,0.5301,34.69,924.88,466.9,95.2,True,0.4913,True,True,0.47546,27.643023255813954,114.391,21,2,4,2025
Email Manager,LLaMA-3,Edge,Creative Writing,6.0,6.0,0.5678,0.6233,0.5332,26.58,291.29,415.4,69.2,True,0.7003,False,True,0.57407,41.005,109.021,21,2,4,2025
Code Assistant,Claude-3.5,Mobile,Creative Writing,6.0,8.0,0.486,0.6176,0.6297,35.42,500.26,387.0,70.9,True,0.5722,False,True,0.56859,34.04730538922156,120.054,21,2,4,2025
Social Media Manager,Claude-3.5,Edge,Learning & Adaptation,9.0,10.0,0.3,0.4827,0.4834,68.28,524.78,560.6,95.2,True,0.4417,False,True,0.4098299999999999,13.939795918367343,130.91899999999998,21,2,4,2025
Project Manager,Mixtral-8x7B,Hybrid,Text Processing,6.0,7.0,0.4351,0.5915,0.5438,35.65,845.63,366.6,85.2,True,0.4497,False,True,0.5146299999999999,31.00180722891566,101.479,21,2,4,2025
HR Recruiter,Mixtral-8x7B,Hybrid,Problem Solving,6.0,8.0,0.5465,0.5099,0.6114,49.97,334.74,388.8,56.6,True,0.5572,False,False,0.55499,25.81348837209302,119.004,21,2,4,2025
Financial Advisor,CodeT5+,Edge,Learning & Adaptation,9.0,8.0,0.3,0.4324,0.4589,96.18,497.87,583.0,87.3,True,0.356,False,True,0.38739,9.9586118251928,104.92,21,2,4,2025
Research Assistant,Transformer-XL,Hybrid,Creative Writing,5.0,5.0,0.4912,0.6596,0.5945,39.7,1370.41,364.2,71.6,True,0.5708,True,True,0.57271,31.99497206703911,89.95599999999999,21,2,4,2025
Customer Service,CodeT5+,Server,Research & Summarization,9.0,10.0,0.3,0.4,0.4684,48.13,1122.76,566.2,93.3,True,0.3726,False,True,0.3805199999999999,16.762995594713654,126.082,22,2,5,2025
Task Planner,Falcon-180B,Desktop,Code Generation,3.0,2.0,0.7734,0.6867,0.7443,43.8,1640.53,216.7,51.3,False,0.9043,False,True,0.73866,41.49775280898877,103.301,22,2,5,2025
Content Creator,Claude-3.5,Cloud,Code Generation,5.0,3.0,0.6423,0.6628,0.623,51.28,487.92,415.7,46.2,True,0.7069,False,False,0.6426599999999999,28.948648648648643,79.483,22,2,5,2025
Email Manager,PaLM-2,Server,Decision Making,10.0,10.0,0.3,0.4,0.3832,34.16,968.8,589.2,93.5,True,0.4432,False,False,0.35496,19.39672131147541,131.024,22,2,5,2025
Email Manager,Transformer-XL,Server,Decision Making,6.0,7.0,0.4821,0.6174,0.6203,40.96,658.75,361.1,67.7,True,0.5734,False,False,0.5641499999999999,30.82786885245901,110.138,22,2,5,2025
Email Manager,Mixtral-8x7B,Cloud,Decision Making,7.0,6.0,0.3603,0.4829,0.4617,32.24,2513.77,436.4,95.8,True,0.4444,False,True,0.4275,26.5527950310559,91.108,22,2,5,2025
Task Planner,Claude-3.5,Server,Communication,4.0,3.0,0.6615,0.6916,0.6689,27.99,257.8,280.6,56.2,True,0.7088,False,False,0.67275,51.354961832061065,79.616,22,2,5,2025
HR Recruiter,Falcon-180B,Cloud,Decision Making,6.0,6.0,0.4443,0.5685,0.5202,60.75,847.72,353.6,63.3,True,0.4757,False,False,0.50433,20.33588709677419,93.299,22,2,5,2025
Task Planner,Mixtral-8x7B,Mobile,Problem Solving,6.0,7.0,0.5114,0.5271,0.5587,110.91,692.1,422.6,72.7,True,0.5282,False,True,0.5303,12.566350710900473,106.974,22,2,5,2025
Code Assistant,Claude-3.5,Cloud,Problem Solving,6.0,7.0,0.4543,0.5662,0.6117,62.57,1597.6,402.0,60.4,True,0.5798,False,True,0.5350900000000001,20.659845559845564,110.586,22,2,5,2025
Document Processor,Claude-3.5,Hybrid,Data Analysis,8.0,10.0,0.3582,0.4699,0.5204,80.21,718.88,525.6,90.3,True,0.5046,False,False,0.44037,13.344545454545454,135.322,22,2,5,2025
Translation Agent,Gemini-Pro,Mobile,Communication,4.0,5.0,0.67,0.7764,0.7436,16.82,133.62,329.6,65.0,True,0.7712,False,True,0.724,73.13131313131314,103.984,22,2,5,2025
Social Media Manager,Transformer-XL,Hybrid,Problem Solving,8.0,9.0,0.3,0.4232,0.4187,68.51,1402.32,557.7,96.5,True,0.3779,False,True,0.3725699999999999,12.672448979591834,116.453,22,2,5,2025
QA Tester,Mixtral-8x7B,Desktop,Problem Solving,7.0,5.0,0.3951,0.4812,0.4953,88.85,1408.17,461.2,83.1,True,0.4957,False,False,0.45099,12.812215909090908,84.699,22,2,5,2025
Financial Advisor,Transformer-XL,Server,Code Generation,8.0,9.0,0.3744,0.4,0.4374,48.33,259.75,547.4,95.3,True,0.4922,False,True,0.40098,17.742477876106193,124.454,22,2,5,2025
Data Analyst,GPT-4o,Edge,Learning & Adaptation,7.0,8.0,0.3811,0.5288,0.5794,84.19,250.52,414.3,74.0,True,0.3874,False,True,0.4849,14.605421686746988,107.118,22,2,5,2025
Sales Assistant,Claude-3.5,Desktop,Code Generation,4.0,4.0,0.6177,0.7209,0.709,43.24,705.54,297.8,41.5,True,0.6244,False,False,0.67605,36.74184782608696,83.708,22,2,5,2025
Translation Agent,Transformer-XL,Mobile,Problem Solving,9.0,9.0,0.3,0.4,0.4528,78.69,355.8,563.6,97.8,True,0.3454,False,True,0.3758399999999999,11.423708206686928,114.178,22,2,5,2025
HR Recruiter,InstructGPT,Server,Decision Making,8.0,6.0,0.3332,0.4,0.5017,27.03,753.41,477.6,83.1,True,0.4687,False,False,0.40379,27.283108108108102,92.809,22,2,5,2025
Research Assistant,Gemini-Pro,Server,Creative Writing,8.0,7.0,0.352,0.4133,0.5225,23.79,424.61,507.6,80.2,True,0.4547,False,True,0.4215399999999999,30.11,101.829,22,2,5,2025
Sales Assistant,GPT-4o,Desktop,Data Analysis,7.0,5.0,0.3948,0.5021,0.5496,60.25,233.55,451.9,82.5,True,0.4519,True,False,0.47343,18.493359375,81.63300000000001,22,2,5,2025
Financial Advisor,PaLM-2,Desktop,Code Generation,8.0,6.0,0.3,0.4181,0.4755,49.77,4763.26,486.6,81.7,True,0.3292,False,True,0.38808,17.248,83.044,22,2,5,2025
Financial Advisor,Mixtral-8x7B,Mobile,Text Processing,7.0,6.0,0.4245,0.4467,0.4912,13.89,1133.76,532.9,66.7,True,0.5248,False,True,0.45117,41.01545454545455,96.736,22,2,5,2025
Data Analyst,CodeT5+,Mobile,Data Analysis,8.0,6.0,0.3,0.4716,0.5008,62.24,961.25,479.1,72.3,True,0.3386,True,True,0.41172,15.536603773584906,83.702,22,2,5,2025
Project Manager,Gemini-Pro,Edge,Decision Making,8.0,10.0,0.3316,0.4536,0.5138,36.54,722.85,516.0,88.7,True,0.4699,False,True,0.42286,23.10710382513661,132.893,22,2,5,2025
Social Media Manager,Transformer-XL,Hybrid,Communication,6.0,8.0,0.4822,0.5562,0.5768,15.39,722.26,368.0,61.8,True,0.5927,False,False,0.53278,54.365306122448985,121.489,22,2,5,2025
QA Tester,InstructGPT,Edge,Communication,3.0,4.0,0.7016,0.7461,0.7844,15.4,2582.65,234.4,42.7,False,0.7823,False,True,0.73979,87.0341176470588,114.761,22,2,5,2025
Research Assistant,GPT-4o,Desktop,Text Processing,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,22,2,5,2025
Task Planner,InstructGPT,Desktop,Research & Summarization,4.0,3.0,0.6899,0.7508,0.6929,49.08,545.35,323.3,51.4,True,0.7312,True,False,0.70907,34.42087378640777,81.184,23,2,6,2025
Document Processor,InstructGPT,Hybrid,Problem Solving,9.0,7.0,0.3,0.4,0.5066,99.01,912.2,574.2,82.3,True,0.4228,False,True,0.39198,9.873551637279595,99.596,23,2,6,2025
Task Planner,GPT-4o,Desktop,Text Processing,5.0,7.0,0.5928,0.6373,0.6019,31.63,441.36,357.4,60.9,True,0.6007,False,False,0.60888,40.32317880794702,112.049,23,2,6,2025
Project Manager,GPT-4o,Hybrid,Learning & Adaptation,10.0,10.0,0.3,0.4,0.4121,116.23,343.78,540.4,98.2,True,0.3077,False,False,0.36363,8.062749445676275,121.539,23,2,6,2025
Content Creator,LLaMA-3,Edge,Decision Making,5.0,5.0,0.6406,0.6376,0.6594,24.75,171.37,351.4,53.5,True,0.7362,False,True,0.6453399999999999,50.4171875,101.534,23,2,6,2025
Email Manager,LLaMA-3,Server,Communication,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,23,2,6,2025
Customer Service,Gemini-Pro,Edge,Planning & Scheduling,5.0,7.0,0.5511,0.6659,0.6581,16.74,718.63,343.9,58.8,True,0.6803,False,True,0.61764,61.764,117.621,23,2,6,2025
Translation Agent,InstructGPT,Hybrid,Text Processing,5.0,6.0,0.5601,0.6562,0.6608,29.67,248.17,380.0,57.9,True,0.5672,False,False,0.61914,42.118367346938776,99.704,23,2,6,2025
Document Processor,Gemini-Pro,Mobile,Decision Making,8.0,7.0,0.3798,0.4544,0.4721,18.47,236.49,508.0,83.1,True,0.4908,False,True,0.4298700000000001,35.23524590163935,104.356,23,2,6,2025
Data Analyst,PaLM-2,Mobile,Communication,5.0,3.0,0.6096,0.6062,0.6234,11.48,1137.02,388.9,62.0,True,0.7227,False,True,0.61272,70.42758620689656,80.589,23,2,6,2025
QA Tester,CodeT5+,Mobile,Learning & Adaptation,8.0,7.0,0.3567,0.4088,0.5079,79.45,348.59,453.1,75.7,True,0.4691,False,True,0.41769,13.0528125,102.837,23,2,6,2025
Document Processor,PaLM-2,Server,Planning & Scheduling,4.0,2.0,0.6012,0.6797,0.697,10.75,100.6,285.7,47.5,True,0.6261,False,True,0.6534899999999999,88.30945945945945,63.827,23,2,6,2025
Content Creator,Falcon-180B,Cloud,Code Generation,6.0,5.0,0.4756,0.5902,0.5788,30.81,1823.17,392.4,71.1,True,0.5262,False,True,0.54094,35.58815789473684,86.834,23,2,6,2025
Financial Advisor,LLaMA-3,Mobile,Creative Writing,7.0,7.0,0.3777,0.509,0.5098,35.21,365.29,432.6,73.6,True,0.4148,True,True,0.45672,26.70877192982456,99.036,23,2,6,2025
Email Manager,Falcon-180B,Hybrid,Problem Solving,6.0,6.0,0.5436,0.6088,0.6244,69.9,1105.12,460.1,72.5,True,0.6545,False,False,0.5873999999999999,20.32525951557093,105.815,23,2,6,2025
Data Analyst,Claude-3.5,Desktop,Planning & Scheduling,4.0,3.0,0.5874,0.705,0.7472,37.95,117.99,300.5,62.0,True,0.7093,False,False,0.67062,40.15688622754491,79.65100000000001,23,2,6,2025
Research Assistant,GPT-4o,Hybrid,Communication,3.0,4.0,0.773,0.8153,0.8198,32.71,174.09,270.2,59.2,False,0.9078,False,False,0.79973,54.776027397260286,123.546,23,2,6,2025
Research Assistant,PaLM-2,Edge,Planning & Scheduling,5.0,6.0,0.6487,0.6,0.5966,34.56,2024.22,398.0,49.2,True,0.6953,False,True,0.61846,37.48242424242424,108.671,23,2,6,2025
Task Planner,Claude-3.5,Cloud,Research & Summarization,9.0,7.0,0.3,0.403,0.4122,40.14,988.0,511.7,90.3,True,0.3352,False,False,0.36456,18.69538461538461,93.464,23,2,6,2025
Email Manager,Transformer-XL,Cloud,Research & Summarization,6.0,5.0,0.4289,0.5858,0.5608,43.01,989.9,388.2,80.3,True,0.5118,True,False,0.51554,26.851041666666664,85.826,23,2,6,2025
Marketing Assistant,CodeT5+,Mobile,Learning & Adaptation,7.0,6.0,0.4105,0.5134,0.5356,86.78,346.98,387.7,89.9,True,0.5253,False,True,0.4789,14.168639053254436,96.771,23,2,6,2025
Customer Service,Transformer-XL,Cloud,Research & Summarization,9.0,10.0,0.3,0.4,0.4351,27.02,494.59,534.3,77.7,True,0.4245,False,True,0.3705299999999999,24.06038961038961,129.715,23,2,6,2025
Email Manager,PaLM-2,Cloud,Creative Writing,5.0,3.0,0.5856,0.5552,0.597,54.17,3049.98,341.3,50.1,True,0.7229,False,False,0.5799000000000001,25.773333333333337,80.60300000000001,23,2,6,2025
